"SpaceID","EventTime_UTC","OccupancyState"
"CB1361","2026 May 12 01:04:48 AM","VACANT"
"CB3906B","2026 May 12 01:03:54 AM","OCCUPIED"
"CB3475A","2026 May 12 01:03:42 AM","OCCUPIED"
"LT254","2026 May 12 01:03:13 AM","OCCUPIED"
"HO281B","2026 May 12 01:02:56 AM","OCCUPIED"
"LT162","2026 May 12 01:02:35 AM","OCCUPIED"
"WV451","2026 May 12 01:02:08 AM","OCCUPIED"
"CB3691","2026 May 12 01:01:56 AM","VACANT"
"CB3706","2026 May 12 01:01:54 AM","OCCUPIED"
"CC1588","2026 May 12 01:00:45 AM","VACANT"
"CB3564","2026 May 12 01:00:42 AM","OCCUPIED"
"WV81","2026 May 12 01:00:41 AM","VACANT"
"CB3338","2026 May 12 01:00:25 AM","OCCUPIED"
"CB3005","2026 May 12 01:00:25 AM","OCCUPIED"
"CB3726","2026 May 12 01:00:25 AM","OCCUPIED"
"CB86","2026 May 12 12:59:53 AM","VACANT"
"CB2229","2026 May 12 12:59:52 AM","OCCUPIED"
"CB866","2026 May 12 12:59:51 AM","VACANT"
"CB235B","2026 May 12 12:59:50 AM","VACANT"
"CC621","2026 May 12 12:59:49 AM","VACANT"
"CB637","2026 May 12 12:59:49 AM","VACANT"
"LT333","2026 May 12 12:59:46 AM","OCCUPIED"
"CB2786","2026 May 12 12:59:45 AM","VACANT"
"CB637A","2026 May 12 12:59:42 AM","VACANT"
"CB17","2026 May 12 12:59:41 AM","VACANT"
"CB980","2026 May 12 12:59:41 AM","VACANT"
"CB4229","2026 May 12 12:59:39 AM","VACANT"
"LT303C","2026 May 12 12:59:34 AM","OCCUPIED"
"CB3831","2026 May 12 12:59:33 AM","VACANT"
"CB4097","2026 May 12 12:59:31 AM","VACANT"
"CB2181","2026 May 12 12:59:30 AM","VACANT"
"LT303B","2026 May 12 12:59:29 AM","VACANT"
"CB1786","2026 May 12 12:59:19 AM","VACANT"
"CB2146","2026 May 12 12:59:18 AM","VACANT"
"CB1795","2026 May 12 12:59:18 AM","OCCUPIED"
"CB2284B","2026 May 12 12:59:14 AM","VACANT"
"CB2402","2026 May 12 12:59:13 AM","VACANT"
"CB2306","2026 May 12 12:59:12 AM","VACANT"
"CB1854","2026 May 12 12:59:07 AM","OCCUPIED"
"CB1775","2026 May 12 12:59:02 AM","VACANT"
"CB813","2026 May 12 12:58:53 AM","OCCUPIED"
"SP496A","2026 May 12 12:58:52 AM","OCCUPIED"
"CB651","2026 May 12 12:58:48 AM","VACANT"
"CB3811","2026 May 12 12:58:39 AM","VACANT"
"CB811","2026 May 12 12:58:39 AM","OCCUPIED"
"CB1847A","2026 May 12 12:58:32 AM","VACANT"
"CB1005","2026 May 12 12:58:32 AM","VACANT"
"CB773","2026 May 12 12:58:25 AM","OCCUPIED"
"LT13","2026 May 12 12:58:25 AM","VACANT"
"CB1045","2026 May 12 12:58:25 AM","VACANT"
"CB2300","2026 May 12 12:58:22 AM","OCCUPIED"
"CB457","2026 May 12 12:58:22 AM","VACANT"
"LT370","2026 May 12 12:58:20 AM","OCCUPIED"
"CB716A","2026 May 12 12:58:18 AM","OCCUPIED"
"CB720A","2026 May 12 12:58:17 AM","VACANT"
"WV311","2026 May 12 12:58:09 AM","OCCUPIED"
"CB845","2026 May 12 12:58:09 AM","OCCUPIED"
"CB619","2026 May 12 12:58:07 AM","OCCUPIED"
"CB2045","2026 May 12 12:58:03 AM","VACANT"
"CB2087","2026 May 12 12:58:02 AM","VACANT"
"LT378","2026 May 12 12:58:01 AM","VACANT"
"CB4167","2026 May 12 12:57:58 AM","VACANT"
"CB3780","2026 May 12 12:57:58 AM","OCCUPIED"
"CB2640","2026 May 12 12:57:58 AM","OCCUPIED"
"SP541","2026 May 12 12:57:54 AM","OCCUPIED"
"CB2230","2026 May 12 12:57:49 AM","VACANT"
"CB695","2026 May 12 12:57:48 AM","VACANT"
"CB2364","2026 May 12 12:57:48 AM","OCCUPIED"
"CB617","2026 May 12 12:57:47 AM","OCCUPIED"
"CB3368","2026 May 12 12:57:44 AM","VACANT"
"CB893","2026 May 12 12:57:40 AM","OCCUPIED"
"CB3202A","2026 May 12 12:57:38 AM","VACANT"
"LT372C","2026 May 12 12:57:37 AM","VACANT"
"CB512","2026 May 12 12:57:36 AM","VACANT"
"LT302","2026 May 12 12:57:32 AM","VACANT"
"CB2373","2026 May 12 12:57:32 AM","VACANT"
"CB3670B","2026 May 12 12:57:31 AM","VACANT"
"CB1052","2026 May 12 12:57:19 AM","OCCUPIED"
"CB1496","2026 May 12 12:57:15 AM","OCCUPIED"
"WV674A","2026 May 12 12:57:14 AM","OCCUPIED"
"CB1005A","2026 May 12 12:57:13 AM","OCCUPIED"
"WV422","2026 May 12 12:57:13 AM","OCCUPIED"
"CB1988","2026 May 12 12:57:05 AM","VACANT"
"CB2788","2026 May 12 12:57:03 AM","VACANT"
"CB3928E","2026 May 12 12:56:57 AM","VACANT"
"CB1987","2026 May 12 12:56:55 AM","VACANT"
"CB1742","2026 May 12 12:56:54 AM","OCCUPIED"
"CB1986","2026 May 12 12:56:42 AM","VACANT"
"CB2232A","2026 May 12 12:56:38 AM","VACANT"
"CB333","2026 May 12 12:56:37 AM","VACANT"
"CB2255","2026 May 12 12:56:35 AM","VACANT"
"CB810","2026 May 12 12:56:30 AM","VACANT"
"CB250C","2026 May 12 12:56:26 AM","VACANT"
"CB3741","2026 May 12 12:56:22 AM","VACANT"
"CB2102","2026 May 12 12:56:22 AM","OCCUPIED"
"CB578","2026 May 12 12:56:19 AM","OCCUPIED"
"CB408B","2026 May 12 12:56:18 AM","VACANT"
"CB646A","2026 May 12 12:56:16 AM","VACANT"
"CB2051","2026 May 12 12:56:15 AM","VACANT"
"CB753","2026 May 12 12:56:14 AM","OCCUPIED"
"CB1498","2026 May 12 12:56:12 AM","VACANT"
"CB809","2026 May 12 12:56:10 AM","VACANT"
"CB305","2026 May 12 12:56:10 AM","VACANT"
"CB1635","2026 May 12 12:56:05 AM","VACANT"
"CB1490","2026 May 12 12:56:05 AM","OCCUPIED"
"CB696","2026 May 12 12:55:58 AM","OCCUPIED"
"CB1752","2026 May 12 12:55:51 AM","OCCUPIED"
"WV680","2026 May 12 12:55:51 AM","OCCUPIED"
"SP535","2026 May 12 12:55:42 AM","OCCUPIED"
"CB650A","2026 May 12 12:55:41 AM","VACANT"
"SP527","2026 May 12 12:55:39 AM","VACANT"
"CB1321A","2026 May 12 12:55:38 AM","OCCUPIED"
"LT310A","2026 May 12 12:55:23 AM","VACANT"
"CB1751","2026 May 12 12:55:00 AM","VACANT"
"CB606","2026 May 12 12:54:59 AM","VACANT"
"LT447","2026 May 12 12:54:53 AM","VACANT"
"CB1676","2026 May 12 12:54:49 AM","VACANT"
"CB684","2026 May 12 12:54:48 AM","VACANT"
"SP522","2026 May 12 12:54:47 AM","VACANT"
"CB2147A","2026 May 12 12:54:37 AM","OCCUPIED"
"CB2416","2026 May 12 12:54:34 AM","OCCUPIED"
"CB839","2026 May 12 12:54:26 AM","VACANT"
"CB1976","2026 May 12 12:54:22 AM","VACANT"
"LT486A","2026 May 12 12:54:17 AM","VACANT"
"CB3801","2026 May 12 12:54:10 AM","VACANT"
"CB2784","2026 May 12 12:54:09 AM","OCCUPIED"
"CB2551","2026 May 12 12:54:06 AM","VACANT"
"CB2286","2026 May 12 12:54:01 AM","VACANT"
"CB564","2026 May 12 12:53:56 AM","OCCUPIED"
"SP634C","2026 May 12 12:53:55 AM","OCCUPIED"
"CB1996","2026 May 12 12:53:49 AM","VACANT"
"SP305","2026 May 12 12:53:47 AM","VACANT"
"CB4088","2026 May 12 12:53:46 AM","VACANT"
"SP657","2026 May 12 12:53:43 AM","OCCUPIED"
"WV588","2026 May 12 12:53:38 AM","OCCUPIED"
"CB2142","2026 May 12 12:53:38 AM","VACANT"
"CB1515","2026 May 12 12:53:28 AM","VACANT"
"CB1844B","2026 May 12 12:53:26 AM","VACANT"
"CB965","2026 May 12 12:53:24 AM","VACANT"
"CB1592","2026 May 12 12:53:12 AM","OCCUPIED"
"CB698","2026 May 12 12:53:02 AM","VACANT"
"CB2420","2026 May 12 12:52:57 AM","VACANT"
"SP829","2026 May 12 12:52:52 AM","VACANT"
"CB1782","2026 May 12 12:52:41 AM","VACANT"
"LT342A","2026 May 12 12:52:38 AM","VACANT"
"CB1675","2026 May 12 12:52:37 AM","OCCUPIED"
"CB1198A","2026 May 12 12:52:35 AM","VACANT"
"CB3508","2026 May 12 12:52:34 AM","VACANT"
"CB742","2026 May 12 12:52:33 AM","VACANT"
"CB563","2026 May 12 12:52:23 AM","VACANT"
"CB317","2026 May 12 12:52:23 AM","VACANT"
"CB3850","2026 May 12 12:52:21 AM","OCCUPIED"
"CT455","2026 May 12 12:52:20 AM","VACANT"
"CB366","2026 May 12 12:52:18 AM","VACANT"
"CB647B","2026 May 12 12:52:17 AM","OCCUPIED"
"CB2188","2026 May 12 12:52:14 AM","OCCUPIED"
"CB1995","2026 May 12 12:52:13 AM","VACANT"
"CB2285A","2026 May 12 12:52:07 AM","VACANT"
"CB1686","2026 May 12 12:51:53 AM","VACANT"
"CB552","2026 May 12 12:51:51 AM","OCCUPIED"
"CB3114","2026 May 12 12:51:41 AM","OCCUPIED"
"CB1562","2026 May 12 12:51:34 AM","VACANT"
"CB2343","2026 May 12 12:51:32 AM","VACANT"
"LT499","2026 May 12 12:51:31 AM","OCCUPIED"
"CB1744","2026 May 12 12:51:23 AM","OCCUPIED"
"CB1360","2026 May 12 12:51:17 AM","OCCUPIED"
"CB2233A","2026 May 12 12:51:11 AM","VACANT"
"CB2156A","2026 May 12 12:51:07 AM","VACANT"
"CB683","2026 May 12 12:51:04 AM","VACANT"
"CB347","2026 May 12 12:51:03 AM","VACANT"
"CB551","2026 May 12 12:51:02 AM","OCCUPIED"
"CB1777","2026 May 12 12:50:59 AM","VACANT"
"CB3964","2026 May 12 12:50:57 AM","VACANT"
"CB2345","2026 May 12 12:50:50 AM","VACANT"
"CB638","2026 May 12 12:50:47 AM","OCCUPIED"
"CB2047A","2026 May 12 12:50:40 AM","VACANT"
"CB2160","2026 May 12 12:50:39 AM","OCCUPIED"
"CB4133","2026 May 12 12:50:38 AM","VACANT"
"CB2115","2026 May 12 12:50:37 AM","OCCUPIED"
"CB2829","2026 May 12 12:50:35 AM","OCCUPIED"
"WV598","2026 May 12 12:50:35 AM","VACANT"
"CB445","2026 May 12 12:50:34 AM","VACANT"
"SV626","2026 May 12 12:50:30 AM","VACANT"
"CB63","2026 May 12 12:50:23 AM","VACANT"
"CB1983","2026 May 12 12:50:22 AM","VACANT"
"CB4131","2026 May 12 12:50:16 AM","VACANT"
"CB857","2026 May 12 12:50:09 AM","VACANT"
"CB4318","2026 May 12 12:50:06 AM","OCCUPIED"
"CB1590","2026 May 12 12:50:03 AM","OCCUPIED"
"CB1155","2026 May 12 12:50:00 AM","OCCUPIED"
"CB12","2026 May 12 12:49:49 AM","OCCUPIED"
"CB4130","2026 May 12 12:49:44 AM","VACANT"
"SP662","2026 May 12 12:49:40 AM","VACANT"
"CB504","2026 May 12 12:49:33 AM","VACANT"
"CB2055","2026 May 12 12:49:33 AM","VACANT"
"CB2370","2026 May 12 12:49:19 AM","VACANT"
"CB500","2026 May 12 12:49:18 AM","VACANT"
"CB477","2026 May 12 12:49:17 AM","VACANT"
"SP308","2026 May 12 12:49:08 AM","OCCUPIED"
"SP271","2026 May 12 12:49:06 AM","OCCUPIED"
"CB4154","2026 May 12 12:49:03 AM","VACANT"
"CB961","2026 May 12 12:49:02 AM","OCCUPIED"
"CB2743","2026 May 12 12:49:01 AM","VACANT"
"CB2143","2026 May 12 12:48:57 AM","VACANT"
"CB812","2026 May 12 12:48:53 AM","VACANT"
"SP119","2026 May 12 12:48:52 AM","OCCUPIED"
"CB282","2026 May 12 12:48:31 AM","VACANT"
"CB535","2026 May 12 12:48:17 AM","OCCUPIED"
"CB3738","2026 May 12 12:48:13 AM","VACANT"
"LT324","2026 May 12 12:48:04 AM","OCCUPIED"
"CB2121","2026 May 12 12:47:50 AM","OCCUPIED"
"CB560","2026 May 12 12:47:46 AM","OCCUPIED"
"CB3510A","2026 May 12 12:47:42 AM","VACANT"
"CB2324","2026 May 12 12:47:40 AM","VACANT"
"CB1657","2026 May 12 12:47:39 AM","VACANT"
"CB3959A","2026 May 12 12:47:34 AM","VACANT"
"SP538","2026 May 12 12:47:32 AM","VACANT"
"LT40","2026 May 12 12:47:26 AM","OCCUPIED"
"CB4271","2026 May 12 12:47:12 AM","VACANT"
"CB405","2026 May 12 12:46:58 AM","VACANT"
"CB3824","2026 May 12 12:46:50 AM","VACANT"
"SP366","2026 May 12 12:46:47 AM","VACANT"
"CB2182A","2026 May 12 12:46:41 AM","VACANT"
"CB2316","2026 May 12 12:46:38 AM","VACANT"
"CB3861","2026 May 12 12:46:35 AM","OCCUPIED"
"CB1636","2026 May 12 12:46:35 AM","VACANT"
"CB4244","2026 May 12 12:46:20 AM","VACANT"
"CB1390","2026 May 12 12:46:13 AM","OCCUPIED"
"CB1552","2026 May 12 12:46:08 AM","VACANT"
"V250","2026 May 12 12:46:07 AM","VACANT"
"CB2305","2026 May 12 12:46:01 AM","VACANT"
"CB645A","2026 May 12 12:46:00 AM","VACANT"
"CB3768","2026 May 12 12:45:59 AM","VACANT"
"CB441","2026 May 12 12:45:52 AM","VACANT"
"CB2256","2026 May 12 12:45:48 AM","VACANT"
"CB732","2026 May 12 12:45:35 AM","VACANT"
"CB2257","2026 May 12 12:45:30 AM","VACANT"
"SP581","2026 May 12 12:45:28 AM","OCCUPIED"
"SP79A","2026 May 12 12:45:25 AM","VACANT"
"CB3770","2026 May 12 12:45:20 AM","OCCUPIED"
"LT329","2026 May 12 12:45:16 AM","VACANT"
"CB1664","2026 May 12 12:45:15 AM","OCCUPIED"
"SP307","2026 May 12 12:45:13 AM","OCCUPIED"
"CB1788","2026 May 12 12:45:12 AM","VACANT"
"LT304C","2026 May 12 12:45:05 AM","OCCUPIED"
"CB724","2026 May 12 12:45:04 AM","VACANT"
"LT376","2026 May 12 12:45:02 AM","VACANT"
"CB278A","2026 May 12 12:45:02 AM","VACANT"
"CB246","2026 May 12 12:44:51 AM","VACANT"
"CB2410","2026 May 12 12:44:51 AM","VACANT"
"CB278","2026 May 12 12:44:45 AM","OCCUPIED"
"SP510","2026 May 12 12:44:44 AM","VACANT"
"CB3958A","2026 May 12 12:44:41 AM","VACANT"
"CB1386","2026 May 12 12:44:35 AM","VACANT"
"CB233","2026 May 12 12:44:34 AM","VACANT"
"CB2397","2026 May 12 12:44:33 AM","VACANT"
"CB2391","2026 May 12 12:44:19 AM","VACANT"
"LT453","2026 May 12 12:44:18 AM","VACANT"
"CB3927B","2026 May 12 12:43:58 AM","VACANT"
"CB2497A","2026 May 12 12:43:56 AM","OCCUPIED"
"LT384","2026 May 12 12:43:44 AM","VACANT"
"LT492","2026 May 12 12:43:44 AM","VACANT"
"CB1637","2026 May 12 12:43:43 AM","VACANT"
"CB4164","2026 May 12 12:43:38 AM","VACANT"
"CB752","2026 May 12 12:43:37 AM","VACANT"
"CT74A","2026 May 12 12:43:35 AM","OCCUPIED"
"CB800","2026 May 12 12:43:22 AM","VACANT"
"CB248A","2026 May 12 12:43:14 AM","VACANT"
"CB2614","2026 May 12 12:43:11 AM","VACANT"
"CB1349","2026 May 12 12:43:10 AM","VACANT"
"CB689A","2026 May 12 12:42:53 AM","VACANT"
"CB644B","2026 May 12 12:42:49 AM","VACANT"
"CB1783","2026 May 12 12:42:48 AM","OCCUPIED"
"CB1199","2026 May 12 12:42:47 AM","VACANT"
"CB2613","2026 May 12 12:42:46 AM","VACANT"
"CB4111","2026 May 12 12:42:46 AM","VACANT"
"CB403","2026 May 12 12:42:45 AM","VACANT"
"SP340","2026 May 12 12:42:42 AM","OCCUPIED"
"CB3807","2026 May 12 12:42:28 AM","VACANT"
"SP596","2026 May 12 12:42:24 AM","OCCUPIED"
"CB2049","2026 May 12 12:42:21 AM","VACANT"
"CB1856","2026 May 12 12:42:21 AM","OCCUPIED"
"CB4321","2026 May 12 12:42:04 AM","VACANT"
"CB2350","2026 May 12 12:41:54 AM","VACANT"
"CB1566","2026 May 12 12:41:52 AM","VACANT"
"CB3927F","2026 May 12 12:41:48 AM","VACANT"
"CB240","2026 May 12 12:41:35 AM","VACANT"
"CB2047","2026 May 12 12:41:32 AM","VACANT"
"CB2181A","2026 May 12 12:41:24 AM","OCCUPIED"
"CB1202","2026 May 12 12:41:20 AM","OCCUPIED"
"SP112","2026 May 12 12:41:19 AM","OCCUPIED"
"CB3436","2026 May 12 12:41:17 AM","VACANT"
"CB352","2026 May 12 12:41:16 AM","OCCUPIED"
"CT75A","2026 May 12 12:41:16 AM","OCCUPIED"
"CB2046B","2026 May 12 12:41:15 AM","VACANT"
"CB4310","2026 May 12 12:41:12 AM","VACANT"
"CB277","2026 May 12 12:40:59 AM","OCCUPIED"
"CB2344","2026 May 12 12:40:57 AM","VACANT"
"CB3774","2026 May 12 12:40:57 AM","VACANT"
"CB1290","2026 May 12 12:40:56 AM","OCCUPIED"
"HO119","2026 May 12 12:40:56 AM","UNKNOWN"
"CB4450","2026 May 12 12:40:55 AM","OCCUPIED"
"CB2569","2026 May 12 12:40:53 AM","VACANT"
"CB1992","2026 May 12 12:40:50 AM","VACANT"
"CB3362","2026 May 12 12:40:42 AM","VACANT"
"CB2053","2026 May 12 12:40:41 AM","VACANT"
"CB2242","2026 May 12 12:40:35 AM","OCCUPIED"
"CB3799","2026 May 12 12:40:35 AM","VACANT"
"CB3927D","2026 May 12 12:40:33 AM","VACANT"
"CB2641","2026 May 12 12:40:32 AM","OCCUPIED"
"CB3368A","2026 May 12 12:40:27 AM","VACANT"
"CB4277","2026 May 12 12:40:21 AM","OCCUPIED"
"CB2075","2026 May 12 12:40:17 AM","VACANT"
"CB3927E","2026 May 12 12:40:13 AM","VACANT"
"CB692","2026 May 12 12:40:12 AM","VACANT"
"CB2338","2026 May 12 12:40:01 AM","OCCUPIED"
"SP567","2026 May 12 12:39:56 AM","OCCUPIED"
"CB2395","2026 May 12 12:39:56 AM","VACANT"
"SP520","2026 May 12 12:39:48 AM","VACANT"
"CB663","2026 May 12 12:39:44 AM","VACANT"
"HO284","2026 May 12 12:39:42 AM","UNKNOWN"
"CB3839","2026 May 12 12:39:42 AM","VACANT"
"CB1787","2026 May 12 12:39:34 AM","VACANT"
"WV82","2026 May 12 12:39:26 AM","VACANT"
"SP365","2026 May 12 12:39:26 AM","VACANT"
"CB4273","2026 May 12 12:39:12 AM","VACANT"
"CB730","2026 May 12 12:39:08 AM","VACANT"
"CB452","2026 May 12 12:39:07 AM","VACANT"
"CB790","2026 May 12 12:38:54 AM","VACANT"
"CB933","2026 May 12 12:38:41 AM","VACANT"
"CB3717A","2026 May 12 12:38:41 AM","OCCUPIED"
"CB283","2026 May 12 12:38:35 AM","VACANT"
"CB3518B","2026 May 12 12:38:31 AM","VACANT"
"CB3823","2026 May 12 12:38:15 AM","OCCUPIED"
"CB878","2026 May 12 12:38:11 AM","OCCUPIED"
"CB1573","2026 May 12 12:38:07 AM","OCCUPIED"
"LT2A","2026 May 12 12:38:05 AM","VACANT"
"CB834","2026 May 12 12:37:58 AM","VACANT"
"HO1055","2026 May 12 12:37:58 AM","OCCUPIED"
"CB1957","2026 May 12 12:37:48 AM","VACANT"
"CB2828","2026 May 12 12:37:45 AM","OCCUPIED"
"CB2080","2026 May 12 12:37:44 AM","VACANT"
"WV686","2026 May 12 12:37:37 AM","OCCUPIED"
"WP177","2026 May 12 12:37:34 AM","OCCUPIED"
"CB1845A","2026 May 12 12:37:31 AM","VACANT"
"CB720","2026 May 12 12:37:00 AM","VACANT"
"CB2233","2026 May 12 12:36:50 AM","VACANT"
"CB1952B","2026 May 12 12:36:46 AM","VACANT"
"CB3739","2026 May 12 12:36:43 AM","VACANT"
"LT392","2026 May 12 12:36:30 AM","VACANT"
"CB2224","2026 May 12 12:36:21 AM","VACANT"
"CB808","2026 May 12 12:36:07 AM","OCCUPIED"
"SP661","2026 May 12 12:36:06 AM","VACANT"
"CB1784","2026 May 12 12:35:50 AM","VACANT"
"CB3491B","2026 May 12 12:35:34 AM","OCCUPIED"
"CB451","2026 May 12 12:35:28 AM","VACANT"
"CB4153","2026 May 12 12:35:22 AM","VACANT"
"SP108","2026 May 12 12:35:13 AM","OCCUPIED"
"CB1019","2026 May 12 12:35:13 AM","VACANT"
"CB2325","2026 May 12 12:35:05 AM","VACANT"
"CB4101","2026 May 12 12:34:54 AM","VACANT"
"CB3781","2026 May 12 12:34:48 AM","OCCUPIED"
"SP512","2026 May 12 12:34:47 AM","VACANT"
"CB1965","2026 May 12 12:34:47 AM","VACANT"
"CB758","2026 May 12 12:34:42 AM","VACANT"
"CT457","2026 May 12 12:34:41 AM","OCCUPIED"
"CB365","2026 May 12 12:34:32 AM","VACANT"
"WV333","2026 May 12 12:34:15 AM","OCCUPIED"
"CB2223A","2026 May 12 12:34:02 AM","OCCUPIED"
"CB1790","2026 May 12 12:33:53 AM","VACANT"
"CB4142","2026 May 12 12:33:48 AM","OCCUPIED"
"CB1810","2026 May 12 12:33:41 AM","OCCUPIED"
"CB1846A","2026 May 12 12:33:23 AM","VACANT"
"CB1990","2026 May 12 12:33:18 AM","VACANT"
"CB510","2026 May 12 12:33:17 AM","VACANT"
"CB459","2026 May 12 12:33:16 AM","VACANT"
"CB476","2026 May 12 12:33:08 AM","VACANT"
"CB3737","2026 May 12 12:33:04 AM","VACANT"
"CB1956","2026 May 12 12:33:03 AM","VACANT"
"CB308","2026 May 12 12:32:55 AM","OCCUPIED"
"CB717A","2026 May 12 12:32:47 AM","VACANT"
"LT10","2026 May 12 12:32:47 AM","VACANT"
"CB2180A","2026 May 12 12:32:46 AM","VACANT"
"CB2089","2026 May 12 12:32:38 AM","VACANT"
"SP354","2026 May 12 12:32:31 AM","VACANT"
"CT72A","2026 May 12 12:32:28 AM","OCCUPIED"
"CB645B","2026 May 12 12:32:26 AM","VACANT"
"CB2369","2026 May 12 12:32:25 AM","VACANT"
"CB3371","2026 May 12 12:32:25 AM","VACANT"
"WV477","2026 May 12 12:32:08 AM","OCCUPIED"
"CB1232A","2026 May 12 12:32:01 AM","OCCUPIED"
"CB689","2026 May 12 12:31:53 AM","VACANT"
"CB641","2026 May 12 12:31:53 AM","OCCUPIED"
"CB1623","2026 May 12 12:31:07 AM","VACANT"
"CB199","2026 May 12 12:31:02 AM","OCCUPIED"
"CB762","2026 May 12 12:31:00 AM","VACANT"
"CB3534","2026 May 12 12:30:55 AM","VACANT"
"HO360","2026 May 12 12:30:53 AM","OCCUPIED"
"SP276","2026 May 12 12:30:38 AM","OCCUPIED"
"CB68","2026 May 12 12:30:22 AM","VACANT"
"HO7","2026 May 12 12:30:10 AM","OCCUPIED"
"CT2","2026 May 12 12:30:05 AM","VACANT"
"CB4304","2026 May 12 12:30:03 AM","VACANT"
"CB728","2026 May 12 12:29:56 AM","VACANT"
"CB470","2026 May 12 12:29:55 AM","VACANT"
"WV466","2026 May 12 12:29:55 AM","OCCUPIED"
"CB468","2026 May 12 12:29:49 AM","VACANT"
"CB390","2026 May 12 12:29:49 AM","VACANT"
"CB1066","2026 May 12 12:29:45 AM","OCCUPIED"
"CB1848","2026 May 12 12:29:42 AM","VACANT"
"CB3542","2026 May 12 12:29:33 AM","VACANT"
"CB702","2026 May 12 12:29:33 AM","OCCUPIED"
"CB3670","2026 May 12 12:29:28 AM","OCCUPIED"
"CB779","2026 May 12 12:29:23 AM","OCCUPIED"
"CB2597","2026 May 12 12:29:10 AM","OCCUPIED"
"CB4362","2026 May 12 12:29:10 AM","VACANT"
"CB431","2026 May 12 12:29:07 AM","VACANT"
"LT284","2026 May 12 12:28:59 AM","OCCUPIED"
"SP869","2026 May 12 12:28:57 AM","OCCUPIED"
"CB3152","2026 May 12 12:28:56 AM","OCCUPIED"
"CB1364","2026 May 12 12:28:39 AM","OCCUPIED"
"CB709","2026 May 12 12:28:35 AM","OCCUPIED"
"CB4409","2026 May 12 12:28:32 AM","VACANT"
"CB2500A","2026 May 12 12:28:32 AM","VACANT"
"CB718","2026 May 12 12:28:32 AM","VACANT"
"CB2518","2026 May 12 12:28:31 AM","OCCUPIED"
"CB1151A","2026 May 12 12:28:29 AM","OCCUPIED"
"CB471","2026 May 12 12:28:28 AM","VACANT"
"CB3961","2026 May 12 12:28:27 AM","OCCUPIED"
"ED635","2026 May 12 12:28:18 AM","VACANT"
"CB309","2026 May 12 12:28:17 AM","VACANT"
"CB1846B","2026 May 12 12:28:12 AM","VACANT"
"CB372","2026 May 12 12:28:10 AM","VACANT"
"CB1003A","2026 May 12 12:27:52 AM","VACANT"
"CB3520A","2026 May 12 12:27:45 AM","OCCUPIED"
"CB3628A","2026 May 12 12:27:34 AM","OCCUPIED"
"CB858A","2026 May 12 12:27:33 AM","VACANT"
"CB3935","2026 May 12 12:27:32 AM","VACANT"
"CB2366","2026 May 12 12:27:26 AM","VACANT"
"CB4274","2026 May 12 12:27:26 AM","VACANT"
"CT609","2026 May 12 12:27:25 AM","VACANT"
"CB3364","2026 May 12 12:27:23 AM","VACANT"
"SV231","2026 May 12 12:27:11 AM","OCCUPIED"
"CB4319","2026 May 12 12:27:06 AM","OCCUPIED"
"WV48","2026 May 12 12:27:06 AM","OCCUPIED"
"CB1243A","2026 May 12 12:27:02 AM","VACANT"
"CB4234","2026 May 12 12:27:02 AM","VACANT"
"CB454","2026 May 12 12:26:59 AM","VACANT"
"CB1551","2026 May 12 12:26:51 AM","VACANT"
"SP352","2026 May 12 12:26:48 AM","VACANT"
"SP352A","2026 May 12 12:26:46 AM","OCCUPIED"
"LT285","2026 May 12 12:26:41 AM","OCCUPIED"
"CB400","2026 May 12 12:26:39 AM","VACANT"
"66591","2026 May 12 12:26:38 AM","OCCUPIED"
"CB335","2026 May 12 12:26:26 AM","VACANT"
"LT298","2026 May 12 12:26:18 AM","OCCUPIED"
"CC800","2026 May 12 12:26:15 AM","VACANT"
"CB3424","2026 May 12 12:26:08 AM","OCCUPIED"
"CB1354","2026 May 12 12:26:04 AM","OCCUPIED"
"CB665","2026 May 12 12:25:54 AM","VACANT"
"CB3570B","2026 May 12 12:25:52 AM","OCCUPIED"
"CB3517","2026 May 12 12:25:47 AM","VACANT"
"CB2304","2026 May 12 12:25:47 AM","OCCUPIED"
"CB3250","2026 May 12 12:25:34 AM","OCCUPIED"
"CB1660","2026 May 12 12:25:33 AM","OCCUPIED"
"LT274A","2026 May 12 12:25:31 AM","OCCUPIED"
"CB1317","2026 May 12 12:25:27 AM","OCCUPIED"
"LT427A","2026 May 12 12:25:22 AM","VACANT"
"SP491","2026 May 12 12:25:05 AM","VACANT"
"CB4188","2026 May 12 12:25:03 AM","OCCUPIED"
"CB723","2026 May 12 12:25:03 AM","VACANT"
"CB840","2026 May 12 12:24:49 AM","OCCUPIED"
"WV313","2026 May 12 12:24:37 AM","OCCUPIED"
"CB2076","2026 May 12 12:24:36 AM","VACANT"
"CB722","2026 May 12 12:24:30 AM","VACANT"
"CB64","2026 May 12 12:24:25 AM","OCCUPIED"
"CB4240","2026 May 12 12:24:19 AM","VACANT"
"CB451A","2026 May 12 12:24:14 AM","VACANT"
"CB3927C","2026 May 12 12:24:08 AM","VACANT"
"CB4065A","2026 May 12 12:24:03 AM","VACANT"
"CB639A","2026 May 12 12:24:01 AM","VACANT"
"CB2182","2026 May 12 12:23:55 AM","VACANT"
"SP498","2026 May 12 12:23:49 AM","OCCUPIED"
"CB150","2026 May 12 12:23:46 AM","OCCUPIED"
"CB2235","2026 May 12 12:23:46 AM","VACANT"
