regime,source,target,source_sensor_id,target_sensor_id,importance,in_adjacency,hops,hop_bucket,road_distance_m,has_road_distance,haversine_m_reference_only,source_lat,source_lon,target_lat,target_lon
free_flow,69,126,717497,769867,0.319629,False,10,>8,,False,17515.0,34.15685,-118.41456,34.21846,-118.23931
free_flow,166,186,772669,717823,0.318773,False,11,>8,,False,26444.1,34.07828,-118.22834,34.20264,-118.47326
free_flow,77,6,765171,773062,0.317986,False,9,>8,,False,25108.4,34.16789,-118.46896,34.05368,-118.23369
free_flow,134,152,716951,773996,0.317142,False,-1,unreachable,,False,6755.4,34.08581,-118.23182,34.14511,-118.21587
free_flow,149,165,763995,716943,0.316586,False,9,>8,,False,25224.4,34.21979,-118.40931,34.05987,-118.21492
free_flow,66,70,767610,717490,0.315478,False,9,>8,,False,14751.4,34.18555,-118.21766,34.14745,-118.37124
free_flow,87,78,772597,718064,0.315277,False,10,>8,,False,24790.9,34.17109,-118.50495,34.11296,-118.24489
free_flow,96,182,717481,717825,0.315043,False,9,>8,,False,18490.2,34.10634,-118.32826,34.22164,-118.47307
free_flow,122,200,717608,769806,0.313483,False,9,>8,,False,18939.8,34.17154,-118.38812,34.19638,-118.18442
free_flow,149,5,763995,717445,0.310842,False,9,>8,,False,21706.7,34.21979,-118.40931,34.06913,-118.25932
free_flow,92,31,767585,764424,0.310387,False,12,>8,,False,15742.4,34.16556,-118.22432,34.17878,-118.39469
free_flow,195,126,717456,769867,0.310008,False,10,>8,,False,16068.5,34.08102,-118.29325,34.21846,-118.23931
free_flow,126,15,769867,716331,0.309715,False,-1,unreachable,,False,16638.3,34.21846,-118.23931,34.07006,-118.26246
free_flow,149,109,763995,761599,0.309174,False,9,>8,,False,14850.3,34.21979,-118.40931,34.14226,-118.27786
free_flow,96,66,717481,767610,0.306935,False,11,>8,,False,13459.9,34.10634,-118.32826,34.18555,-118.21766
free_flow,122,178,717608,773975,0.306596,False,-1,unreachable,,False,15503.8,34.17154,-118.38812,34.14584,-118.22251
free_flow,45,205,774011,718141,0.305899,False,-1,unreachable,,False,15956.0,34.14747,-118.20123,34.15133,-118.37456
free_flow,134,59,716951,767366,0.305613,False,12,>8,,False,26299.0,34.08581,-118.23182,34.21216,-118.47341
free_flow,122,121,717608,769847,0.305375,False,9,>8,,False,15727.6,34.17154,-118.38812,34.20983,-118.22351
free_flow,96,121,717481,769847,0.305062,False,10,>8,,False,15010.7,34.10634,-118.32826,34.20983,-118.22351
free_flow,182,95,717825,718379,0.30316,False,-1,unreachable,,False,19988.4,34.22164,-118.47307,34.14224,-118.27812
free_flow,187,126,717458,769867,0.302981,False,9,>8,,False,16024.2,34.08265,-118.29755,34.21846,-118.23931
free_flow,149,8,763995,737529,0.302834,False,9,>8,8507.5,True,6204.7,34.21979,-118.40931,34.20264,-118.47352
free_flow,56,178,716955,773975,0.300385,False,-1,unreachable,,False,5914.8,34.09579,-118.24427,34.14584,-118.22251
free_flow,52,35,717495,769941,0.299667,False,9,>8,,False,20190.9,34.15664,-118.41326,34.20699,-118.20237
free_flow,45,114,774011,717576,0.299215,False,-1,unreachable,,False,8739.9,34.14747,-118.20123,34.15559,-118.2957
free_flow,96,35,717481,769941,0.298766,False,10,>8,,False,16107.1,34.10634,-118.32826,34.20699,-118.20237
free_flow,105,186,718076,717823,0.298269,False,10,>8,,False,23222.6,34.16339,-118.2253,34.20264,-118.47326
free_flow,28,150,767573,717508,0.29386,False,11,>8,,False,27002.9,34.12964,-118.22901,34.17112,-118.51814
free_flow,126,70,769867,717490,0.293532,False,-1,unreachable,,False,14478.3,34.21846,-118.23931,34.14745,-118.37124
free_flow,45,182,774011,717825,0.292703,False,-1,unreachable,,False,26329.9,34.14747,-118.20123,34.22164,-118.47307
free_flow,107,178,767455,773975,0.292655,False,-1,unreachable,,False,493.2,34.14347,-118.22704,34.14584,-118.22251
free_flow,92,178,767585,773975,0.291013,False,-1,unreachable,,False,2199.1,34.16556,-118.22432,34.14584,-118.22251
free_flow,149,79,763995,718066,0.29061,False,9,>8,,False,19781.0,34.21979,-118.40931,34.12302,-118.22889
free_flow,141,35,769346,769941,0.290553,False,9,>8,,False,19390.9,34.15677,-118.40424,34.20699,-118.20237
free_flow,45,100,774011,772151,0.290242,False,-1,unreachable,,False,27480.0,34.14747,-118.20123,34.16928,-118.49872
